発生日時,終了日時,実作業時間,主な作業内容
2026/05/06 14:58,2026/05/06 14:58,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 14:58,2026/05/06 14:58,0:05,Webサイト（残業調査報告書_岸川恭士_20260401.docx  -  互換モード - Word）の閲覧・調査
2026/05/06 14:59,2026/05/06 14:59,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:06,2026/05/06 15:06,0:05,Webサイト（PC操作ログ(CSV)を複数選択）の閲覧・調査 / Webサイト（ファイル選択 (1/3)）の閲覧・調査 / Webサイト（ファイル選択 (2/3)）の閲覧・調査 / Webサイト（勤怠マスタ(Excel)を選択）の閲覧・調査
2026/05/06 15:07,2026/05/06 15:07,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:07,2026/05/06 15:07,0:05,Webサイト（フォルダ選択 (3/3)）の閲覧・調査 / Webサイト（報告書の保存先フォルダを選択）の閲覧・調査
2026/05/06 15:07,2026/05/06 15:07,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:07,2026/05/06 15:08,0:05,Webサイト（PC操作ログ(CSV)を複数選択）の閲覧・調査 / Webサイト（ファイル選択 (1/3)）の閲覧・調査 / Webサイト（ファイル選択 (2/3)）の閲覧・調査 / Webサイト（フォルダ選択 (3/3)）の閲覧・調査 / Webサイト（勤怠マスタ(Excel)を選択）の閲覧・調査 / Webサイト（報告書の保存先フォルダを選択）の閲覧・調査
2026/05/06 15:20,2026/05/06 15:20,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:20,2026/05/06 15:21,0:05,Webサイト（残業調査報告書_岸川恭士_20260401.docx  -  互換モード - Word）の閲覧・調査 / Webサイト（残業調査報告書_岸川恭士_20260401_再生成.docx  -  互換モード - Word）の閲覧・調査 / Webサイト（残業調査報告書_岸川恭士_20260402.docx  -  互換モード - Word）の閲覧・調査 / Webサイト（起動していま...
2026/05/06 15:22,2026/05/06 15:22,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:22,2026/05/06 15:22,0:05,Webサイト（残業調査報告書_岸川恭士_20260402.docx  -  互換モード - Word）の閲覧・調査
2026/05/06 15:23,2026/05/06 15:23,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:23,2026/05/06 15:23,0:05,Webサイト（残業調査報告書_岸川恭士_20260402.docx  -  互換モード - Word）の閲覧・調査
2026/05/06 15:23,2026/05/06 15:23,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:23,2026/05/06 15:23,0:05,Webサイト（残業調査報告書_岸川恭士_20260402.docx  -  互換モード - Word）の閲覧・調査
2026/05/06 15:23,2026/05/06 15:23,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:29,2026/05/06 15:30,0:05,Webサイト（ファイル選択 (1/3)）の閲覧・調査 / Webサイト（勤怠マスタ(Excel)を選択）の閲覧・調査
2026/05/06 15:30,2026/05/06 15:30,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:30,2026/05/06 15:30,0:05,Webサイト（勤怠マスタ(Excel)を選択）の閲覧・調査 / Webサイト（残業調査報告書_岸川恭士_20260402.docx  -  互換モード - Word）の閲覧・調査
2026/05/06 15:30,2026/05/06 15:31,0:05,3% 完了 / Webサイト（11% 完了）の閲覧・調査 / Webサイト（66% 完了）の閲覧・調査 / Webサイト（98% 完了）の閲覧・調査 / Webサイト（勤怠マスタ(Excel)を選択）の閲覧・調査
2026/05/06 15:31,2026/05/06 15:31,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:31,2026/05/06 15:31,0:05,Webサイト（PC操作ログ(CSV)を複数選択）の閲覧・調査 / Webサイト（ファイル選択 (1/3)）の閲覧・調査 / Webサイト（ファイル選択 (2/3)）の閲覧・調査 / Webサイト（フォルダ選択 (3/3)）の閲覧・調査 / Webサイト（勤怠マスタ(Excel)を選択）の閲覧・調査 / Webサイト（報告書の保存先フォルダを選択）の閲覧・調査
2026/05/06 15:35,2026/05/06 15:35,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:35,2026/05/06 15:40,0:05,Webサイト（①社用ノートパソコン管理台帳 (version 1).xlsb  -  共有  -  自動回復済み - Excel）の閲覧・調査 / Webサイト（残業調査報告書_岸川恭士_20260401.docx  -  互換モード - Word）の閲覧・調査 / Webサイト（残業調査報告書_岸川恭士_20260403.docx  -  互換モード - Word）の閲覧・調査 / Web...
2026/05/06 15:40,2026/05/06 15:40,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/05/06 15:41,2026/05/06 15:41,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集 / 検索と置換
2026/05/06 15:41,2026/05/06 15:41,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集 / 検索と置換
2026/05/06 15:41,2026/05/06 15:42,0:05,Webサイト（残業調査報告書_岸川恭士_20260401.docx  -  互換モード - Word）の閲覧・調査 / Webサイト（残業調査報告書_岸川恭士_20260402.docx  -  互換モード - Word）の閲覧・調査 / Webサイト（残業調査報告書_岸川恭士_20260403.docx  -  互換モード - Word）の閲覧・調査 / Webサイト（起動しています - ...
2026/05/06 15:42,2026/05/06 15:42,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/05/06 15:42,2026/05/06 15:42,0:05,Webサイト（残業調査報告書_岸川恭士_20260403.docx  -  互換モード - Word）の閲覧・調査
2026/05/06 15:42,2026/05/06 15:42,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:44,2026/05/06 15:44,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/05/06 15:44,2026/05/06 15:45,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:46,2026/05/06 15:46,0:05,Webサイト（残業調査報告書_岸川恭士_20260403.docx  -  互換モード - Word）の閲覧・調査
2026/05/06 15:46,2026/05/06 15:46,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:46,2026/05/06 15:47,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/05/06 15:47,2026/05/06 15:47,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:47,2026/05/06 15:47,0:05,Webサイト（残業調査報告書_岸川恭士_20260403.docx  -  互換モード - Word）の閲覧・調査
2026/05/06 15:47,2026/05/06 15:47,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:49,2026/05/06 15:49,0:05,Webサイト（ファイル選択 (1/3)）の閲覧・調査
2026/05/06 15:49,2026/05/06 15:49,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:50,2026/05/06 15:51,0:05,Webサイト（11% 完了）の閲覧・調査 / Webサイト（66% 完了）の閲覧・調査 / Webサイト（98% 完了）の閲覧・調査 / Webサイト（PC操作ログ(CSV)を複数選択）の閲覧・調査 / Webサイト（ファイル選択 (1/3)）の閲覧・調査 / Webサイト（ファイル選択 (2/3)）の閲覧・調査 / Webサイト（フォルダ選択 (3/3)）の閲覧・調査 / Webサイト（勤...
2026/05/06 15:51,2026/05/06 15:52,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:52,2026/05/06 15:56,0:05,Webサイト（①社用ノートパソコン管理台帳 (version 1).xlsb  -  共有  -  自動回復済み - Excel）の閲覧・調査 / Webサイト（残業調査報告書_岸川恭士_20260401.docx  -  互換モード - Word）の閲覧・調査 / Webサイト（残業調査報告書_岸川恭士_20260403.docx  -  互換モード - Word）の閲覧・調査 / Web...
2026/05/06 15:56,2026/05/06 15:56,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/05/06 15:57,2026/05/06 15:57,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 15:59,2026/05/06 15:59,0:05,Webサイト（ファイル選択 (1/3)）の閲覧・調査
2026/05/06 15:59,2026/05/06 15:59,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/06 16:00,2026/05/06 16:07,0:07,Webサイト（PC操作ログ(CSV)を複数選択）の閲覧・調査 / Webサイト（ファイル選択 (1/3)）の閲覧・調査 / Webサイト（ファイル選択 (2/3)）の閲覧・調査 / Webサイト（フォルダ選択 (3/3)）の閲覧・調査 / Webサイト（勤怠マスタ(Excel)を選択）の閲覧・調査 / Webサイト（報告書の保存先フォルダを選択）の閲覧・調査 / Webサイト（残業調査報告書...
2026/05/07 09:06,2026/05/07 09:07,0:05,Webサイト（10.85.33.223 - リモート デスクトップ接続）の閲覧・調査 / Webサイト（Advanced IP Scanner - 検索 および他 1 ページ）の閲覧・調査 / Webサイト（Advanced IP Scanner - 検索）の閲覧・調査 / Webサイト（accounts.secure.freee.co.jp/sessions/new?redirect_ur...
2026/05/07 09:07,2026/05/07 09:07,0:05,サイボウズ（forestway.cybozu.com/o/ag.cgi?page=MyFolderMessageView&mDBID=1&mEID=90677&mDID=297052&cp=ml&sp=&tp= および他 1 ページ）での情報確認・処理 / サイボウズ（メッセージの詳細 - サイボウズ Office および他 1 ページ）での情報確認・処理 / サイボウズ（メッセージの詳細 ...
2026/05/07 09:08,2026/05/07 09:08,0:05,Webサイト（ようこそ および他 2 ページ）の閲覧・調査
2026/05/07 09:08,2026/05/07 09:09,0:05,Webサイト（ICD設定項目によるデバイスカスタマイズ - Google Gemini）の閲覧・調査 / Webサイト（iLOケーブルタグ - Google スプレッドシート および他 2 ページ）の閲覧・調査 / Webサイト（iLOケーブルタグ - Google スプレッドシート）の閲覧・調査 / Webサイト（残業調査報告書_岸川恭士_20260410.docx  -  互換モード -...
2026/05/07 09:09,2026/05/07 09:10,0:05,サイボウズ（メッセージの詳細 - サイボウズ Office および他 2 ページ）での情報確認・処理 / サイボウズ（メッセージの詳細 - サイボウズ Office）での情報確認・処理 / サイボウズ（個人フォルダ - サイボウズ Office および他 2 ページ）での情報確認・処理 / サイボウズ（個人フォルダ - サイボウズ Office）での情報確認・処理
2026/05/07 09:10,2026/05/07 09:10,0:05,メール（PDF.js viewer）の閲覧・作成 / メール（ディスプレイの見積書送付）の閲覧・作成 / メール（ホーム）の閲覧・作成 / メール（宮澤）の閲覧・作成 / メール（読み込み中...）の閲覧・作成 / メール（轡田）の閲覧・作成
2026/05/07 09:10,2026/05/07 09:23,0:12,"Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集 / Excelファイル（20260501_システム部向け保有スマホ２台貸与_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集 / Excelファイル（20260507?PC用ディスプレイ購入の件?④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集 ..."
2026/05/07 09:23,2026/05/07 09:23,0:05,Webサイト（セルの書式設定）の閲覧・調査
2026/05/07 09:23,2026/05/07 09:24,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集"
2026/05/07 09:24,2026/05/07 09:24,0:05,Webサイト（セルの書式設定）の閲覧・調査
2026/05/07 09:24,2026/05/07 09:26,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集 / PDF資料（NW見積書 フォーレスト様向けディスプレイ_20260501.pdf）の確認"
2026/05/07 09:27,2026/05/07 09:29,0:05,サイボウズ（個人フォルダ - サイボウズ Office および他 2 ページ）での情報確認・処理
2026/05/07 09:29,2026/05/07 09:29,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集"
2026/05/07 09:29,2026/05/07 09:29,0:05,サイボウズ（個人フォルダ - サイボウズ Office および他 2 ページ）での情報確認・処理
2026/05/07 09:29,2026/05/07 09:29,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集"
2026/05/07 09:29,2026/05/07 09:29,0:05,サイボウズ（個人フォルダ - サイボウズ Office および他 2 ページ）での情報確認・処理
2026/05/07 09:29,2026/05/07 09:29,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集"
2026/05/07 09:29,2026/05/07 09:29,0:05,サイボウズ（個人フォルダ - サイボウズ Office および他 2 ページ）での情報確認・処理
2026/05/07 09:29,2026/05/07 09:31,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集"
2026/05/07 09:31,2026/05/07 09:31,0:05,Webサイト（セルの書式設定）の閲覧・調査
2026/05/07 09:31,2026/05/07 09:31,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集 / PDF資料（20240820_パソコン用ディスプレイ購入について_④稟議書（システム関連,社長決裁）20230701.pdf）の確認 / PDF資料（20260119?PPAP対策NTTBizストレージ＆ファイルシェア契約の件?④稟..."
2026/05/07 09:31,2026/05/07 09:31,0:05,Webサイト（Adobe Acrobat）の閲覧・調査
2026/05/07 09:31,2026/05/07 09:31,0:05,"PDF資料（20260119?PPAP対策NTTBizストレージ＆ファイルシェア契約の件?④稟議書（システム関連,社長決裁）20230701.pdf）の確認"
2026/05/07 09:32,2026/05/07 09:32,0:05,Webサイト（Adobe Acrobat）の閲覧・調査
2026/05/07 09:32,2026/05/07 09:32,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集 / PDF資料（20240820_パソコン用ディスプレイ購入について_④稟議書（システム関連,社長決裁）20230701.pdf）の確認 / PDF資料（20260119?PPAP対策NTTBizストレージ＆ファイルシェア契約の件?④稟..."
2026/05/07 09:32,2026/05/07 09:32,0:05,Webサイト（セルの書式設定）の閲覧・調査
2026/05/07 09:32,2026/05/07 09:32,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集"
2026/05/07 09:32,2026/05/07 09:32,0:05,サイボウズ（個人フォルダ - サイボウズ Office および他 2 ページ）での情報確認・処理
2026/05/07 09:33,2026/05/07 09:33,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集"
2026/05/07 09:33,2026/05/07 09:33,0:05,サイボウズ（個人フォルダ - サイボウズ Office および他 2 ページ）での情報確認・処理
2026/05/07 09:33,2026/05/07 09:33,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集"
2026/05/07 09:34,2026/05/07 09:34,0:05,サイボウズ（個人フォルダ - サイボウズ Office および他 2 ページ）での情報確認・処理
2026/05/07 09:34,2026/05/07 09:34,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集"
2026/05/07 09:34,2026/05/07 09:34,0:05,サイボウズ（個人フォルダ - サイボウズ Office および他 2 ページ）での情報確認・処理
2026/05/07 09:34,2026/05/07 09:44,0:09,"Excelファイル（20250613_PC切替器購入について_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集 / Excelファイル（20250624_ノートPC購入について_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集 / Excelファイル（20251223?PPAP対策NTTBizストレージ＆ファイルシェア契約の件?④稟議書（シ..."
2026/05/07 09:44,2026/05/07 09:45,0:05,サイボウズ（forestway.cybozu.com/o/ag.cgi?page=FileIndex&gid=1058 および他 2 ページ）での情報確認・処理 / サイボウズ（ファイルの詳細 - サイボウズ Office および他 2 ページ）での情報確認・処理 / サイボウズ（ファイルの詳細 - サイボウズ Office）での情報確認・処理 / サイボウズ（ファイル管理 - サイボウズ ...
2026/05/07 09:45,2026/05/07 09:46,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集 / Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.xlsx）の入力・編集"
2026/05/07 09:46,2026/05/07 09:46,0:05,サイボウズ（ファイルの詳細 - サイボウズ Office および他 2 ページ）での情報確認・処理
2026/05/07 09:46,2026/05/07 09:46,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/05/07 09:46,2026/05/07 09:46,0:05,サイボウズ（ファイルの詳細 - サイボウズ Office および他 2 ページ）での情報確認・処理
2026/05/07 09:46,2026/05/07 09:48,0:05,"Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集 / Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.xlsx）の入力・編集 / PDF資料（20240820_パソコン用ディスプレイ購入について_④稟議書（システム関連,社長決裁）20230701.pdf）の確認..."
2026/05/07 09:48,2026/05/07 09:48,0:05,Webサイト（名前を付けて保存）の閲覧・調査
2026/05/07 09:48,2026/05/07 09:48,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.xlsx）の入力・編集"
2026/05/07 09:48,2026/05/07 09:48,0:05,Webサイト（Microsoft Excel）の閲覧・調査
2026/05/07 09:48,2026/05/07 09:48,0:05,"PDF資料（20251222?大宮本社休憩室及び東日本物流ｾﾝﾀｰ休憩室へのﾌﾘｰWIFI設置工事の件?④稟議書（システム関連,社長決裁）20230701.pdf）の確認"
2026/05/07 09:48,2026/05/07 09:48,0:05,Webサイト（Adobe Acrobat）の閲覧・調査
2026/05/07 09:48,2026/05/07 09:48,0:05,"PDF資料（20251222?大宮本社休憩室及び東日本物流ｾﾝﾀｰ休憩室へのﾌﾘｰWIFI設置工事の件?④稟議書（システム関連,社長決裁）20230701.pdf）の確認"
2026/05/07 09:48,2026/05/07 09:48,0:05,Webサイト（Adobe Acrobat Reader (64-bit)）の閲覧・調査 / Webサイト（Microsoft Excel）の閲覧・調査
2026/05/07 09:48,2026/05/07 09:48,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.xlsx）の入力・編集"
2026/05/07 09:48,2026/05/07 09:48,0:05,Webサイト（名前を付けて保存）の閲覧・調査
2026/05/07 09:48,2026/05/07 09:49,0:05,"Excelファイル（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.xlsx）の入力・編集 / PDF資料（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.pdf）の確認 / PDF資料（NW見積書 フォーレスト様向けディスプレイ_20260501.pdf）の確認"
2026/05/07 09:49,2026/05/07 09:49,0:05,メール（PDF.js viewer）の閲覧・作成 / メール（ディスプレイの見積書送付）の閲覧・作成 / メール（読み込み中...）の閲覧・作成
2026/05/07 09:49,2026/05/07 09:49,0:05,PDF資料（NW見積書 フォーレスト様向けディスプレイ_20260501.pdf）の確認
2026/05/07 09:49,2026/05/07 09:49,0:05,メール（ディスプレイの見積書送付）の閲覧・作成
2026/05/07 09:49,2026/05/07 09:49,0:05,Webサイト（添付ファイルを保存）の閲覧・調査
2026/05/07 09:49,2026/05/07 09:49,0:05,メール（ディスプレイの見積書送付）の閲覧・作成
2026/05/07 09:57,2026/05/07 09:58,0:05,"Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集 / PDF資料（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.pdf）の確認"
2026/05/07 09:58,2026/05/07 09:58,0:05,メール（PDF.js viewer）の閲覧・作成 / メール（ディスプレイの見積書送付）の閲覧・作成 / メール（読み込み中...）の閲覧・作成
2026/05/07 09:58,2026/05/07 09:58,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集 / PDF資料（NW見積書 フォーレスト様向けディスプレイ_20260501.pdf）の確認
2026/05/07 09:58,2026/05/07 09:58,0:05,PDF24 / Webサイト（PDF24 Toolbox - PDF 結合）の閲覧・調査 / Webサイト（PDF24 Toolbox）の閲覧・調査 / スタート
2026/05/07 09:59,2026/05/07 09:59,0:05,PDF資料（NW見積書 フォーレスト様向けディスプレイ_20260501.pdf）の確認
2026/05/07 09:59,2026/05/07 09:59,0:05,メール（PDF.js viewer）の閲覧・作成 / メール（ディスプレイの見積書送付）の閲覧・作成 / メール（読み込み中...）の閲覧・作成
2026/05/07 09:59,2026/05/07 09:59,0:05,PDF資料（NW見積書 フォーレスト様向けディスプレイ_20260501.pdf）の確認
2026/05/07 09:59,2026/05/07 09:59,0:05,メール（Mozilla Thunderbird）の閲覧・作成 / メール（PDF.js viewer）の閲覧・作成 / メール（Thunderbird の更新）の閲覧・作成 / メール（ホーム）の閲覧・作成 / メール（読み込み中...）の閲覧・作成
2026/05/07 09:59,2026/05/07 09:59,0:05,PDF資料（NW見積書 フォーレスト様向けディスプレイ_20260501.pdf）の確認
2026/05/07 09:59,2026/05/07 09:59,0:05,メール（ディスプレイの見積書送付）の閲覧・作成
2026/05/07 09:59,2026/05/07 09:59,0:05,Webサイト（名前を付けて保存の確認）の閲覧・調査 / Webサイト（添付ファイルを保存）の閲覧・調査
2026/05/07 09:59,2026/05/07 09:59,0:05,メール（ディスプレイの見積書送付）の閲覧・作成
2026/05/07 10:00,2026/05/07 10:00,0:05,"PDF資料（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.pdf）の確認 / PDF資料（NW見積書 フォーレスト様向けディスプレイ_20260501.pdf）の確認"
2026/05/07 10:00,2026/05/07 10:00,0:05,Webサイト（Adobe Acrobat）の閲覧・調査
2026/05/07 10:00,2026/05/07 10:00,0:05,"PDF資料（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.pdf）の確認 / PDF資料（NW見積書 フォーレスト様向けディスプレイ_20260501.pdf）の確認"
2026/05/07 10:00,2026/05/07 10:00,0:05,メール（ディスプレイの見積書送付）の閲覧・作成
2026/05/07 10:00,2026/05/07 10:00,0:05,Webサイト（PDF24 Toolbox - PDF 結合）の閲覧・調査
2026/05/07 10:00,2026/05/07 10:00,0:05,"PDF資料（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.pdf）の確認"
2026/05/07 10:01,2026/05/07 10:01,0:05,Webサイト（Adobe Acrobat Reader (64-bit)）の閲覧・調査 / Webサイト（PDF24 Toolbox - PDF 結合）の閲覧・調査 / Webサイト（名前を付けて保存）の閲覧・調査
2026/05/07 10:02,2026/05/07 10:02,0:05,"PDF資料（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.pdf）の確認"
2026/05/07 10:02,2026/05/07 10:02,0:05,Webサイト（Adobe Acrobat Reader (64-bit)）の閲覧・調査 / Webサイト（PDF24 Toolbox - PDF 結合）の閲覧・調査
2026/05/07 10:04,2026/05/07 10:04,0:05,"PDF資料（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20240701.pdf）の確認"
2026/05/07 10:06,2026/05/07 10:06,0:05,メール（ディスプレイの見積書送付）の閲覧・作成
2026/05/07 10:06,2026/05/07 10:06,0:05,Webサイト（作成: (件名なし)）の閲覧・調査
2026/05/07 10:06,2026/05/07 10:06,0:05,メール（Re: ノートPCの御見積書送付）の閲覧・作成 / メール（ディスプレイの見積書送付）の閲覧・作成 / メール（ノートPCの御見積書送付）の閲覧・作成 / メール（ホーム）の閲覧・作成 / メール（作成: Re: ディスプレイの見積書送付）の閲覧・作成 / メール（宮澤）の閲覧・作成
2026/05/07 10:12,2026/05/07 10:12,0:05,Webサイト（フォルダーの削除）の閲覧・調査
2026/05/07 10:16,2026/05/07 10:16,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集 / スタート
2026/05/07 10:16,2026/05/07 10:16,0:05,Webサイト（Microsoft Excel）の閲覧・調査
2026/05/07 10:16,2026/05/07 10:16,0:05,Excelファイル（'TEPRA.xlsx'の修復）の入力・編集 / Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集 / Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:16,2026/05/07 10:18,0:05,Webサイト（テプラ クリエイター）の閲覧・調査 / スタート
2026/05/07 10:18,2026/05/07 10:19,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査 / Webサイト（名前を付けて保存）の閲覧・調査 / 新規/開く
2026/05/07 10:20,2026/05/07 10:20,0:05,Webサイト（ショートカットの検索）の閲覧・調査 / スタート
2026/05/07 10:20,2026/05/07 10:20,0:05,Webサイト（テプラ クリエイター）の閲覧・調査 / スタート
2026/05/07 10:20,2026/05/07 10:22,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査 / Webサイト（データ読み込み）の閲覧・調査 / Webサイト（流し込みデータ選択）の閲覧・調査 / 新規/開く
2026/05/07 10:22,2026/05/07 10:22,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:22,2026/05/07 10:22,0:05,Webサイト（Microsoft Excel）の閲覧・調査
2026/05/07 10:22,2026/05/07 10:22,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:22,2026/05/07 10:22,0:05,Webサイト（データ読み込み）の閲覧・調査
2026/05/07 10:22,2026/05/07 10:22,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:22,2026/05/07 10:22,0:05,Webサイト（名前を付けて保存）の閲覧・調査
2026/05/07 10:22,2026/05/07 10:22,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:23,2026/05/07 10:23,0:05,Webサイト（データ読み込み）の閲覧・調査
2026/05/07 10:23,2026/05/07 10:23,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/05/07 10:23,2026/05/07 10:23,0:05,Webサイト（データ読み込み）の閲覧・調査
2026/05/07 10:23,2026/05/07 10:23,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/07 10:23,2026/05/07 10:23,0:05,Webサイト（NotebookLM）の閲覧・調査 / Webサイト（①社用ノートパソコン管理台帳 (version 1).xlsb  -  共有  -  自動回復済み - Excel）の閲覧・調査 / Webサイト（データ読み込み）の閲覧・調査
2026/05/07 10:23,2026/05/07 10:23,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:24,2026/05/07 10:24,0:05,Webサイト（名前を付けて保存）の閲覧・調査
2026/05/07 10:24,2026/05/07 10:24,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:24,2026/05/07 10:26,0:05,Webサイト（シートの選択）の閲覧・調査 / Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（データ読み込み）の閲覧・調査 / Webサイト（流し込みデータ選択）の閲覧・調査 / Webサイト（読み込み方法の選択）の閲覧・調査
2026/05/07 10:26,2026/05/07 10:26,0:05,Webサイト（テプラ クリエイター -）の閲覧・調査 / Webサイト（テプラ クリエイター）の閲覧・調査 / 新規/開く
2026/05/07 10:27,2026/05/07 10:27,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/07 10:27,2026/05/07 10:27,0:05,Excelファイル（TEPRA.xlsx ）の入力・編集
2026/05/07 10:27,2026/05/07 10:27,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
